Location,Class
TEKADHORA,Unclassified
TEKKALI,Unclassified
TEKKALI MANDAL,Unclassified
TEKULAPALLY,Unclassified
TELANGANA (ADILABAD,Unclassified
TELANWALI,Unclassified
TENSA,Unclassified
TEZPUR,Unclassified
THAL,Unclassified
THALAIYAMPET,Unclassified
THAMANAPETTAI CUDDALORE DIST.,Unclassified
THAMENGLONG,Unclassified
THANDA,Unclassified
THANDALAM DIST.,Unclassified
THANE,Unclassified
THANE DIST.,Unclassified
THANJAVUR,Unclassified
THANJAVUR DIST.,Unclassified
THENI,Unclassified
THERMAL,Unclassified
THIMMAPUR,Unclassified
THINGALORE ERODE,Unclassified
THIRUBUVANAI,Unclassified
THIRUCHIRAPALLI,Unclassified
THIRUMALE,Unclassified
THIRUMEERMALAI,Unclassified
THIRUMEERMALAI DIST.,Unclassified
THIRUNELVELI,Unclassified
THIRUVALLA,Unclassified
THIRUVALLUR DIST.,Unclassified
THIRUVANANTHAPURAM,Unclassified
THIRUVARUR,Unclassified
THIRUVOTTIYUR,Unclassified
THOOTHUKUDI,Unclassified
THRISSUR,Unclassified
THRISSUR DIST.,Unclassified
TINSUKIA,Unclassified
TINSUKIA DIST.,Unclassified
TIRODA,Unclassified
TIRUCHIRAPPALLI,Unclassified
TIRUCHIRAPPALLI DIST.,Unclassified
TIRULDIH,Unclassified
TIRUNELVELI,Unclassified
TIRUPATI,Unclassified
TIRUPPUR,Unclassified
TIRUVALLUR,Unclassified
TIRUVALLUR DIST.,Unclassified
TIRUVANNAMALAI,Unclassified
TIRUVANNAMALAI DIST.,Unclassified
TIRUVARUR,Unclassified
TIRUVOTTIYUR,Unclassified
TITAGARH,Unclassified
TOANSA,Unclassified
TONDIARPET,Unclassified
TONK,Unclassified
TOOPRAN,Unclassified
TRANSPORT NAGAR,Unclassified
TRICHUR,Unclassified
TRICHY,Unclassified
TRICHY DIST.,Unclassified
TROMBAY,Unclassified
TUDAL,Unclassified
TUGHLAKABAD,Unclassified
TUMAKURU,Unclassified
TUMKUR,Unclassified
TURUVEKERE,Unclassified
TUTICORIN,Unclassified
TWENTY THREE VILLAGES,Unclassified
TYMAGONDALU IN TALUK NELAMANGALA,Unclassified
UDAIPUR,Unclassified
UDALGURI BTAD,Unclassified
UDANPU,Unclassified
UDASA DIST.,Unclassified
UDHAM SINGH NAGAR,Unclassified
UDHAMPUR,Unclassified
UDHAMSINGH NAGAR,Unclassified
UDUMALPET,Unclassified
UDUPI,Unclassified
UJJAIN,Unclassified
UKWA,Unclassified
UKWA IN BALAGHAT DIST.,Unclassified
UNA,Unclassified
UNAKOTI,Unclassified
UNCHAHAR,Unclassified
UNNAO,Unclassified
UPPERSIANG,Unclassified
URAN,Unclassified
URBAN SLUM SABARMATI,Unclassified
URNI,Unclassified
USGAON,Unclassified
UTIYA,Unclassified
UTTAR BARANDARI,Unclassified
UTTAR DINAJPUR DIST.,Unclassified
UTTAR KANNADA,Unclassified
UTTARA KANNADA DIST.,Unclassified
UTTARAKHAND (DEHRADUN,Unclassified
UTTARANCHAL,Unclassified
UTTARKASHI,Unclassified
V.V.PURAM,Unclassified
VADADALA,Unclassified
VADAKKENCHERY,Unclassified
VADODARA,Unclassified
VADODARA DIST.,Unclassified
VAIJAG DIST.,Unclassified
VAISHALI,Unclassified
VAISHET,Unclassified
VALLABH,Unclassified
VALLABHNAGAR,Unclassified
VALSAD,Unclassified
VALSAD SAWAR KANTA,Unclassified
VANSDA,Unclassified
VAPI,Unclassified
VARANASI,Unclassified
VARANSI,Unclassified
VARIOUS DIST.S IN MADHYA PRADESH,Unclassified
VARIOUS VILLAGES,Unclassified
VARUDE,Unclassified
VASANT VIHAR,Unclassified
VASHI,Unclassified
VASIND,Unclassified
VATVA,Unclassified
VAVARLE,Unclassified
VAVEGHAR,Unclassified
VAZHAKULAM,Unclassified
VAZHOOR,Unclassified
VAZHOOR REGIONS,Unclassified
VELAS,Unclassified
VELIM,Unclassified
VELLORE,Unclassified
VERAVAL,Unclassified
VERNA,Unclassified
VIDARBHA,Unclassified
VIDHYANCHAL SINGRAULI,Unclassified
VIDISHA,Unclassified
VIDYANAGAR DIST.,Unclassified
VIJAIPUR,Unclassified
VIJAYANAGAR,Unclassified
VIJAYANAGARAM,Unclassified
VIJAYANAGARAM DIST.,Unclassified
VIJAYAPURA,Unclassified
VIJAYAWADA,Unclassified
VIJAYGANJ MANDI,Unclassified
VIJAYNAGAR,Unclassified
VIJAYWADA,Unclassified
VIKASNAGAR,Unclassified
VIKASPURI,Unclassified
VIKHROLI,Unclassified
VIKRAMGAD,Unclassified
VILE PARLE,Unclassified
VILLAGE ALUR,Unclassified
VILLAGE AMOOR,Unclassified
VILLAGE BAGLA,Unclassified
VILLAGE BAKROL,Unclassified
VILLAGE BANGACHOWK,Unclassified
VILLAGE BAONGAIGAON,Unclassified
VILLAGE BARENGABARI,Unclassified
VILLAGE BHEEMDEVARPALLY,Unclassified
VILLAGE BHERAI RAMPARA,Unclassified
VILLAGE BILEIPADA,Unclassified
VILLAGE BORAPATLA OF HATNOORA MANDAL,Unclassified
VILLAGE BURUGUPUDI,Unclassified
VILLAGE BYAVARA,Unclassified
VILLAGE CHIKLA,Unclassified
VILLAGE DABILPUR,Unclassified
VILLAGE DANDO,Unclassified
VILLAGE DARYAPUR,Unclassified
VILLAGE DHAMATVAN,Unclassified
VILLAGE DHAMNE,Unclassified
VILLAGE DHARMAVARAM,Unclassified
VILLAGE DONTAMURU,Unclassified
VILLAGE GAYATRI NAGAR,Unclassified
VILLAGE GOHRI MAPHI,Unclassified
VILLAGE GOLLAMUDIPADU,Unclassified
VILLAGE GORINTA,Unclassified
VILLAGE GUNDLAMACHNOOR,Unclassified
VILLAGE GUWARA,Unclassified
VILLAGE HUSSAIN PURAM,Unclassified
VILLAGE JAITPUR,Unclassified
VILLAGE JARIKOT IN NANDED DIST.,Unclassified
VILLAGE JORI,Unclassified
VILLAGE KAKINADA,Unclassified
VILLAGE KALIAN,Unclassified
VILLAGE KANCHEEPURAM,Unclassified
VILLAGE KANDRAKOTA,Unclassified
VILLAGE KANHE,Unclassified
VILLAGE KARUVELI,Unclassified
VILLAGE KASGHAR,Unclassified
VILLAGE KATTUR,Unclassified
VILLAGE KHARWALON KI DHANI,Unclassified
VILLAGE KHETAINAGAR,Unclassified
VILLAGE KHOTIDARIFA,Unclassified
VILLAGE KOCHILAMADA,Unclassified
VILLAGE KOWDIPALLY,Unclassified
VILLAGE KUJAD,Unclassified
VILLAGE KURAR,Unclassified
VILLAGE MANDEDE,Unclassified
VILLAGE MANJAKUDI,Unclassified
VILLAGE MASKA MANDVI,Unclassified
VILLAGE MENDHAKI,Unclassified
VILLAGE MOHKEDI,Unclassified
VILLAGE MUNDEGAON,Unclassified
VILLAGE NANDIGAMA,Unclassified
VILLAGE PADGE,Unclassified
VILLAGE PANOLI,Unclassified
VILLAGE PANWADIA,Unclassified
VILLAGE PUDUPATTU,Unclassified
VILLAGE RAMPUR,Unclassified
VILLAGE RANASTHALAM MANDAL,Unclassified
VILLAGE RANGAPUR,Unclassified
VILLAGE RANGOLI,Unclassified
VILLAGE RAVIVALASA,Unclassified
VILLAGE ROJHANI,Unclassified
VILLAGE SADODH,Unclassified
VILLAGE SARAGADAPETA,Unclassified
VILLAGE SATHAMMAI,Unclassified
VILLAGE SAWANTWADI,Unclassified
VILLAGE SHIYA,Unclassified
VILLAGE SINDONI,Unclassified
VILLAGE SRIKAKULAM,Unclassified
VILLAGE SURLA,Unclassified
VILLAGE TAPAPADA,Unclassified
VILLAGE TEMBHODE,Unclassified
VILLAGE THALLAPALEM IN VISAKHAPATNAM DIST.,Unclassified
VILLAGE TIZIT MON,Unclassified
VILLAGE VARISAM,Unclassified
VILLAGE WADIWALE,Unclassified
VILLAGES BHESTAN,Unclassified
VILLAGES HATNOORA,Unclassified
VILLAGES NEAR MASKA,Unclassified
VILLAGES NEAR PANANDHRO,Unclassified
VILLAGES NEAR RAJPARDI,Unclassified
VILLAGES OF GOGUNDA,Unclassified
VILLAGES OF PATANCHERU MANDAL,Unclassified
VILLAGES OF THAL AREA,Unclassified
VILLUPURAM,Unclassified
VILUPPURAM,Unclassified
VINUKONDA,Unclassified
VIRAR,Unclassified
VIRUDHUNAGAR,Unclassified
VIRUDHUNAGAR DIST.,Unclassified
VISAKHAPATNAM,Unclassified
VISHAKAPATHNAM,Unclassified
VISHNUPRAYAG,Unclassified
VITTAI PALLY AMANGAL,Unclassified
VIZIANAGARAM,Unclassified
VOMMANGI,Unclassified
VRINDAVAN,Unclassified
VUYYURU,Unclassified
VYASA,Unclassified
WADA,Unclassified
WADA BLOCK THANE DIST.,Unclassified
WADGAONPEER,Unclassified
WADI,Unclassified
WAGHODIA,Unclassified
WAI,Unclassified
WANIYAR,Unclassified
WARANGAL,Unclassified
WARDHA,Unclassified
WARJE,Unclassified
WARTHI,Unclassified
WARUD DIST.,Unclassified
WARUDE,Unclassified
WASHIM,Unclassified
WAYANAD,Unclassified
WEST CHAMPARAN,Unclassified
WEST DELHI,Unclassified
WEST GODAVARI,Unclassified
WEST GODAVERI,Unclassified
WEST SINGHBHUM,Unclassified
YADGIRI,Unclassified
YAMUNA NAGAR,Unclassified
YANAM,Unclassified
YASWANTPUR,Unclassified
YAVATMAL,Unclassified
YELAHANKA,Unclassified
YETALA,Unclassified
ZAHEERABAD,Unclassified
ZUARINAGAR,Unclassified
