Symbol,Company,Activity,Sector,Schedule,Amount to be Spent as decided by Company (Rs.lacs),Actual Amount Spent (Rs.lacs),Direct-Agency Name/s,Direct-Amount (Rs.lacs),Implementing Agency Name/s,Implementing Agency-Amount (Rs.lacs),latitude,longitude,state,district,city_town_village,Original_Raw_Location,Extractor_Method,Geocoder_Method
NHPC,NHPC LTD.,"DEVELOPMENTAL/ UPGRADATION ACTIVITIES IN ITIS FINANCIAL ASSISTANCE FOR ESTABLISHMENT OF ENGINEERING COLLEGES SCHOLARSHIP TO STUDENTS CONSTRUCTION & UPGRADATION OF SCHOOL BUILDINGS AND LIBRARIES. PROVIDING INFRASTRUCTURE IN SCHOOLS DISTRIBUTION OF COMPUTER PERIPHERALS & COMPUTER, STATIONERY ITEMS, UNIFORMS TO GOVT. SCHOOLS ORGANIZING SKILL DEVELOPMENT TRAININGS/ PROGRAMS",,SCHEDULE VII (II),1701.52,1142.56,,1142.56,,,31.8778325,77.4495659,Himachal Pradesh,Kullu,,"ARUNACHAL PRADESH (ITI ROING & ITI TABARIJO,PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (BILASPUR,CHAMBA & MANDI,KULLU DIST.),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,ITI BANDIPORA,ITI KARGIL,ITI KISHTWAR,ITI RAMBAN,ITI REASI,ITI URI,KISHTWAR,REASI),LADAKH (ITI LEH,KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (ITI CHANDEY IN SIKKIM,RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (ITI POKHARA,ITI RUDRAPRAYAG, ITI TANAKPUR & ITI KANDA,PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"DEVELOPMENTAL/ UPGRADATION ACTIVITIES IN ITIS FINANCIAL ASSISTANCE FOR ESTABLISHMENT OF ENGINEERING COLLEGES SCHOLARSHIP TO STUDENTS CONSTRUCTION & UPGRADATION OF SCHOOL BUILDINGS AND LIBRARIES. PROVIDING INFRASTRUCTURE IN SCHOOLS DISTRIBUTION OF COMPUTER PERIPHERALS & COMPUTER, STATIONERY ITEMS, UNIFORMS TO GOVT. SCHOOLS ORGANIZING SKILL DEVELOPMENT TRAININGS/ PROGRAMS",,SCHEDULE VII (II),1701.52,1142.56,,1142.56,,,34.4975027,74.6999509,Jammu and Kashmir,Bandipore,,"ARUNACHAL PRADESH (ITI ROING & ITI TABARIJO,PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (BILASPUR,CHAMBA & MANDI,KULLU DIST.),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,ITI BANDIPORA,ITI KARGIL,ITI KISHTWAR,ITI RAMBAN,ITI REASI,ITI URI,KISHTWAR,REASI),LADAKH (ITI LEH,KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (ITI CHANDEY IN SIKKIM,RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (ITI POKHARA,ITI RUDRAPRAYAG, ITI TANAKPUR & ITI KANDA,PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"DEVELOPMENTAL/ UPGRADATION ACTIVITIES IN ITIS FINANCIAL ASSISTANCE FOR ESTABLISHMENT OF ENGINEERING COLLEGES SCHOLARSHIP TO STUDENTS CONSTRUCTION & UPGRADATION OF SCHOOL BUILDINGS AND LIBRARIES. PROVIDING INFRASTRUCTURE IN SCHOOLS DISTRIBUTION OF COMPUTER PERIPHERALS & COMPUTER, STATIONERY ITEMS, UNIFORMS TO GOVT. SCHOOLS ORGANIZING SKILL DEVELOPMENT TRAININGS/ PROGRAMS",,SCHEDULE VII (II),1701.52,1142.56,,1142.56,,,34.0747444,74.8204443,Jammu and Kashmir,Srinagar,Srinagar,"ARUNACHAL PRADESH (ITI ROING & ITI TABARIJO,PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (BILASPUR,CHAMBA & MANDI,KULLU DIST.),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,ITI BANDIPORA,ITI KARGIL,ITI KISHTWAR,ITI RAMBAN,ITI REASI,ITI URI,KISHTWAR,REASI),LADAKH (ITI LEH,KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (ITI CHANDEY IN SIKKIM,RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (ITI POKHARA,ITI RUDRAPRAYAG, ITI TANAKPUR & ITI KANDA,PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"DEVELOPMENTAL/ UPGRADATION ACTIVITIES IN ITIS FINANCIAL ASSISTANCE FOR ESTABLISHMENT OF ENGINEERING COLLEGES SCHOLARSHIP TO STUDENTS CONSTRUCTION & UPGRADATION OF SCHOOL BUILDINGS AND LIBRARIES. PROVIDING INFRASTRUCTURE IN SCHOOLS DISTRIBUTION OF COMPUTER PERIPHERALS & COMPUTER, STATIONERY ITEMS, UNIFORMS TO GOVT. SCHOOLS ORGANIZING SKILL DEVELOPMENT TRAININGS/ PROGRAMS",,SCHEDULE VII (II),1701.52,1142.56,,1142.56,,,34.2086903,74.343498,Jammu and Kashmir,Baramulla,Baramulla,"ARUNACHAL PRADESH (ITI ROING & ITI TABARIJO,PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (BILASPUR,CHAMBA & MANDI,KULLU DIST.),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,ITI BANDIPORA,ITI KARGIL,ITI KISHTWAR,ITI RAMBAN,ITI REASI,ITI URI,KISHTWAR,REASI),LADAKH (ITI LEH,KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (ITI CHANDEY IN SIKKIM,RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (ITI POKHARA,ITI RUDRAPRAYAG, ITI TANAKPUR & ITI KANDA,PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"DEVELOPMENTAL/ UPGRADATION ACTIVITIES IN ITIS FINANCIAL ASSISTANCE FOR ESTABLISHMENT OF ENGINEERING COLLEGES SCHOLARSHIP TO STUDENTS CONSTRUCTION & UPGRADATION OF SCHOOL BUILDINGS AND LIBRARIES. PROVIDING INFRASTRUCTURE IN SCHOOLS DISTRIBUTION OF COMPUTER PERIPHERALS & COMPUTER, STATIONERY ITEMS, UNIFORMS TO GOVT. SCHOOLS ORGANIZING SKILL DEVELOPMENT TRAININGS/ PROGRAMS",,SCHEDULE VII (II),1701.52,1142.56,,1142.56,,,33.3107908,75.7694213,Jammu and Kashmir,Kishtwar,Kishtwar,"ARUNACHAL PRADESH (ITI ROING & ITI TABARIJO,PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (BILASPUR,CHAMBA & MANDI,KULLU DIST.),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,ITI BANDIPORA,ITI KARGIL,ITI KISHTWAR,ITI RAMBAN,ITI REASI,ITI URI,KISHTWAR,REASI),LADAKH (ITI LEH,KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (ITI CHANDEY IN SIKKIM,RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (ITI POKHARA,ITI RUDRAPRAYAG, ITI TANAKPUR & ITI KANDA,PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"DEVELOPMENTAL/ UPGRADATION ACTIVITIES IN ITIS FINANCIAL ASSISTANCE FOR ESTABLISHMENT OF ENGINEERING COLLEGES SCHOLARSHIP TO STUDENTS CONSTRUCTION & UPGRADATION OF SCHOOL BUILDINGS AND LIBRARIES. PROVIDING INFRASTRUCTURE IN SCHOOLS DISTRIBUTION OF COMPUTER PERIPHERALS & COMPUTER, STATIONERY ITEMS, UNIFORMS TO GOVT. SCHOOLS ORGANIZING SKILL DEVELOPMENT TRAININGS/ PROGRAMS",,SCHEDULE VII (II),1701.52,1142.56,,1142.56,,,33.2387042,75.2404448,Jammu and Kashmir,Ramban district,Ramban,"ARUNACHAL PRADESH (ITI ROING & ITI TABARIJO,PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (BILASPUR,CHAMBA & MANDI,KULLU DIST.),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,ITI BANDIPORA,ITI KARGIL,ITI KISHTWAR,ITI RAMBAN,ITI REASI,ITI URI,KISHTWAR,REASI),LADAKH (ITI LEH,KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (ITI CHANDEY IN SIKKIM,RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (ITI POKHARA,ITI RUDRAPRAYAG, ITI TANAKPUR & ITI KANDA,PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"DEVELOPMENTAL/ UPGRADATION ACTIVITIES IN ITIS FINANCIAL ASSISTANCE FOR ESTABLISHMENT OF ENGINEERING COLLEGES SCHOLARSHIP TO STUDENTS CONSTRUCTION & UPGRADATION OF SCHOOL BUILDINGS AND LIBRARIES. PROVIDING INFRASTRUCTURE IN SCHOOLS DISTRIBUTION OF COMPUTER PERIPHERALS & COMPUTER, STATIONERY ITEMS, UNIFORMS TO GOVT. SCHOOLS ORGANIZING SKILL DEVELOPMENT TRAININGS/ PROGRAMS",,SCHEDULE VII (II),1701.52,1142.56,,1142.56,,,33.0791771,74.8362947,Jammu and Kashmir,Reasi district,Reasi,"ARUNACHAL PRADESH (ITI ROING & ITI TABARIJO,PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (BILASPUR,CHAMBA & MANDI,KULLU DIST.),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,ITI BANDIPORA,ITI KARGIL,ITI KISHTWAR,ITI RAMBAN,ITI REASI,ITI URI,KISHTWAR,REASI),LADAKH (ITI LEH,KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (ITI CHANDEY IN SIKKIM,RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (ITI POKHARA,ITI RUDRAPRAYAG, ITI TANAKPUR & ITI KANDA,PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"DEVELOPMENTAL/ UPGRADATION ACTIVITIES IN ITIS FINANCIAL ASSISTANCE FOR ESTABLISHMENT OF ENGINEERING COLLEGES SCHOLARSHIP TO STUDENTS CONSTRUCTION & UPGRADATION OF SCHOOL BUILDINGS AND LIBRARIES. PROVIDING INFRASTRUCTURE IN SCHOOLS DISTRIBUTION OF COMPUTER PERIPHERALS & COMPUTER, STATIONERY ITEMS, UNIFORMS TO GOVT. SCHOOLS ORGANIZING SKILL DEVELOPMENT TRAININGS/ PROGRAMS",,SCHEDULE VII (II),1701.52,1142.56,,1142.56,,,34.0878536,74.0305568,Jammu and Kashmir,Baramulla,Uri,"ARUNACHAL PRADESH (ITI ROING & ITI TABARIJO,PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (BILASPUR,CHAMBA & MANDI,KULLU DIST.),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,ITI BANDIPORA,ITI KARGIL,ITI KISHTWAR,ITI RAMBAN,ITI REASI,ITI URI,KISHTWAR,REASI),LADAKH (ITI LEH,KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (ITI CHANDEY IN SIKKIM,RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (ITI POKHARA,ITI RUDRAPRAYAG, ITI TANAKPUR & ITI KANDA,PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"DEVELOPMENTAL/ UPGRADATION ACTIVITIES IN ITIS FINANCIAL ASSISTANCE FOR ESTABLISHMENT OF ENGINEERING COLLEGES SCHOLARSHIP TO STUDENTS CONSTRUCTION & UPGRADATION OF SCHOOL BUILDINGS AND LIBRARIES. PROVIDING INFRASTRUCTURE IN SCHOOLS DISTRIBUTION OF COMPUTER PERIPHERALS & COMPUTER, STATIONERY ITEMS, UNIFORMS TO GOVT. SCHOOLS ORGANIZING SKILL DEVELOPMENT TRAININGS/ PROGRAMS",,SCHEDULE VII (II),1701.52,1142.56,,1142.56,,,34.1642029,77.5848133,Ladakh,Leh district,Leh,"ARUNACHAL PRADESH (ITI ROING & ITI TABARIJO,PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (BILASPUR,CHAMBA & MANDI,KULLU DIST.),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,ITI BANDIPORA,ITI KARGIL,ITI KISHTWAR,ITI RAMBAN,ITI REASI,ITI URI,KISHTWAR,REASI),LADAKH (ITI LEH,KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (ITI CHANDEY IN SIKKIM,RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (ITI POKHARA,ITI RUDRAPRAYAG, ITI TANAKPUR & ITI KANDA,PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"DEVELOPMENTAL/ UPGRADATION ACTIVITIES IN ITIS FINANCIAL ASSISTANCE FOR ESTABLISHMENT OF ENGINEERING COLLEGES SCHOLARSHIP TO STUDENTS CONSTRUCTION & UPGRADATION OF SCHOOL BUILDINGS AND LIBRARIES. PROVIDING INFRASTRUCTURE IN SCHOOLS DISTRIBUTION OF COMPUTER PERIPHERALS & COMPUTER, STATIONERY ITEMS, UNIFORMS TO GOVT. SCHOOLS ORGANIZING SKILL DEVELOPMENT TRAININGS/ PROGRAMS",,SCHEDULE VII (II),1701.52,1142.56,,1142.56,,,34.5593048,76.1255767,Ladakh,Kargil district,Kargil,"ARUNACHAL PRADESH (ITI ROING & ITI TABARIJO,PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (BILASPUR,CHAMBA & MANDI,KULLU DIST.),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,ITI BANDIPORA,ITI KARGIL,ITI KISHTWAR,ITI RAMBAN,ITI REASI,ITI URI,KISHTWAR,REASI),LADAKH (ITI LEH,KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (ITI CHANDEY IN SIKKIM,RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (ITI POKHARA,ITI RUDRAPRAYAG, ITI TANAKPUR & ITI KANDA,PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"DEVELOPMENTAL/ UPGRADATION ACTIVITIES IN ITIS FINANCIAL ASSISTANCE FOR ESTABLISHMENT OF ENGINEERING COLLEGES SCHOLARSHIP TO STUDENTS CONSTRUCTION & UPGRADATION OF SCHOOL BUILDINGS AND LIBRARIES. PROVIDING INFRASTRUCTURE IN SCHOOLS DISTRIBUTION OF COMPUTER PERIPHERALS & COMPUTER, STATIONERY ITEMS, UNIFORMS TO GOVT. SCHOOLS ORGANIZING SKILL DEVELOPMENT TRAININGS/ PROGRAMS",,SCHEDULE VII (II),1701.52,1142.56,,1142.56,,,24.3468839,93.6994143,Manipur,Churachandpur district,Churachandpur,"ARUNACHAL PRADESH (ITI ROING & ITI TABARIJO,PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (BILASPUR,CHAMBA & MANDI,KULLU DIST.),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,ITI BANDIPORA,ITI KARGIL,ITI KISHTWAR,ITI RAMBAN,ITI REASI,ITI URI,KISHTWAR,REASI),LADAKH (ITI LEH,KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (ITI CHANDEY IN SIKKIM,RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (ITI POKHARA,ITI RUDRAPRAYAG, ITI TANAKPUR & ITI KANDA,PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"DEVELOPMENTAL/ UPGRADATION ACTIVITIES IN ITIS FINANCIAL ASSISTANCE FOR ESTABLISHMENT OF ENGINEERING COLLEGES SCHOLARSHIP TO STUDENTS CONSTRUCTION & UPGRADATION OF SCHOOL BUILDINGS AND LIBRARIES. PROVIDING INFRASTRUCTURE IN SCHOOLS DISTRIBUTION OF COMPUTER PERIPHERALS & COMPUTER, STATIONERY ITEMS, UNIFORMS TO GOVT. SCHOOLS ORGANIZING SKILL DEVELOPMENT TRAININGS/ PROGRAMS",,SCHEDULE VII (II),1701.52,1142.56,,1142.56,,,27.2818155,88.2840111,Sikkim,Namchi,Rangit,"ARUNACHAL PRADESH (ITI ROING & ITI TABARIJO,PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (BILASPUR,CHAMBA & MANDI,KULLU DIST.),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,ITI BANDIPORA,ITI KARGIL,ITI KISHTWAR,ITI RAMBAN,ITI REASI,ITI URI,KISHTWAR,REASI),LADAKH (ITI LEH,KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (ITI CHANDEY IN SIKKIM,RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (ITI POKHARA,ITI RUDRAPRAYAG, ITI TANAKPUR & ITI KANDA,PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"DEVELOPMENTAL/ UPGRADATION ACTIVITIES IN ITIS FINANCIAL ASSISTANCE FOR ESTABLISHMENT OF ENGINEERING COLLEGES SCHOLARSHIP TO STUDENTS CONSTRUCTION & UPGRADATION OF SCHOOL BUILDINGS AND LIBRARIES. PROVIDING INFRASTRUCTURE IN SCHOOLS DISTRIBUTION OF COMPUTER PERIPHERALS & COMPUTER, STATIONERY ITEMS, UNIFORMS TO GOVT. SCHOOLS ORGANIZING SKILL DEVELOPMENT TRAININGS/ PROGRAMS",,SCHEDULE VII (II),1701.52,1142.56,,1142.56,,,27.5975156,88.650796,Sikkim,,Teesta,"ARUNACHAL PRADESH (ITI ROING & ITI TABARIJO,PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (BILASPUR,CHAMBA & MANDI,KULLU DIST.),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,ITI BANDIPORA,ITI KARGIL,ITI KISHTWAR,ITI RAMBAN,ITI REASI,ITI URI,KISHTWAR,REASI),LADAKH (ITI LEH,KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (ITI CHANDEY IN SIKKIM,RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (ITI POKHARA,ITI RUDRAPRAYAG, ITI TANAKPUR & ITI KANDA,PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,photon
NHPC,NHPC LTD.,"DEVELOPMENTAL/ UPGRADATION ACTIVITIES IN ITIS FINANCIAL ASSISTANCE FOR ESTABLISHMENT OF ENGINEERING COLLEGES SCHOLARSHIP TO STUDENTS CONSTRUCTION & UPGRADATION OF SCHOOL BUILDINGS AND LIBRARIES. PROVIDING INFRASTRUCTURE IN SCHOOLS DISTRIBUTION OF COMPUTER PERIPHERALS & COMPUTER, STATIONERY ITEMS, UNIFORMS TO GOVT. SCHOOLS ORGANIZING SKILL DEVELOPMENT TRAININGS/ PROGRAMS",,SCHEDULE VII (II),1701.52,1142.56,,1142.56,,,26.755082,83.0398545,Uttar Pradesh,,Sant Kabir Nagar,"ARUNACHAL PRADESH (ITI ROING & ITI TABARIJO,PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (BILASPUR,CHAMBA & MANDI,KULLU DIST.),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,ITI BANDIPORA,ITI KARGIL,ITI KISHTWAR,ITI RAMBAN,ITI REASI,ITI URI,KISHTWAR,REASI),LADAKH (ITI LEH,KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (ITI CHANDEY IN SIKKIM,RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (ITI POKHARA,ITI RUDRAPRAYAG, ITI TANAKPUR & ITI KANDA,PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,photon
NHPC,NHPC LTD.,"DEVELOPMENTAL/ UPGRADATION ACTIVITIES IN ITIS FINANCIAL ASSISTANCE FOR ESTABLISHMENT OF ENGINEERING COLLEGES SCHOLARSHIP TO STUDENTS CONSTRUCTION & UPGRADATION OF SCHOOL BUILDINGS AND LIBRARIES. PROVIDING INFRASTRUCTURE IN SCHOOLS DISTRIBUTION OF COMPUTER PERIPHERALS & COMPUTER, STATIONERY ITEMS, UNIFORMS TO GOVT. SCHOOLS ORGANIZING SKILL DEVELOPMENT TRAININGS/ PROGRAMS",,SCHEDULE VII (II),1701.52,1142.56,,1142.56,,,27.1303344,80.859666,Uttar Pradesh,,Sidhharthnagar,"ARUNACHAL PRADESH (ITI ROING & ITI TABARIJO,PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (BILASPUR,CHAMBA & MANDI,KULLU DIST.),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,ITI BANDIPORA,ITI KARGIL,ITI KISHTWAR,ITI RAMBAN,ITI REASI,ITI URI,KISHTWAR,REASI),LADAKH (ITI LEH,KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (ITI CHANDEY IN SIKKIM,RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (ITI POKHARA,ITI RUDRAPRAYAG, ITI TANAKPUR & ITI KANDA,PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,photon
NHPC,NHPC LTD.,"DEVELOPMENTAL/ UPGRADATION ACTIVITIES IN ITIS FINANCIAL ASSISTANCE FOR ESTABLISHMENT OF ENGINEERING COLLEGES SCHOLARSHIP TO STUDENTS CONSTRUCTION & UPGRADATION OF SCHOOL BUILDINGS AND LIBRARIES. PROVIDING INFRASTRUCTURE IN SCHOOLS DISTRIBUTION OF COMPUTER PERIPHERALS & COMPUTER, STATIONERY ITEMS, UNIFORMS TO GOVT. SCHOOLS ORGANIZING SKILL DEVELOPMENT TRAININGS/ PROGRAMS",,SCHEDULE VII (II),1701.52,1142.56,,1142.56,,,30.1264975,80.4816989,Uttarakhand,Pithoragarh district,,"ARUNACHAL PRADESH (ITI ROING & ITI TABARIJO,PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (BILASPUR,CHAMBA & MANDI,KULLU DIST.),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,ITI BANDIPORA,ITI KARGIL,ITI KISHTWAR,ITI RAMBAN,ITI REASI,ITI URI,KISHTWAR,REASI),LADAKH (ITI LEH,KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (ITI CHANDEY IN SIKKIM,RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (ITI POKHARA,ITI RUDRAPRAYAG, ITI TANAKPUR & ITI KANDA,PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,nominatim
NHPC,NHPC LTD.,"DEVELOPMENTAL/ UPGRADATION ACTIVITIES IN ITIS FINANCIAL ASSISTANCE FOR ESTABLISHMENT OF ENGINEERING COLLEGES SCHOLARSHIP TO STUDENTS CONSTRUCTION & UPGRADATION OF SCHOOL BUILDINGS AND LIBRARIES. PROVIDING INFRASTRUCTURE IN SCHOOLS DISTRIBUTION OF COMPUTER PERIPHERALS & COMPUTER, STATIONERY ITEMS, UNIFORMS TO GOVT. SCHOOLS ORGANIZING SKILL DEVELOPMENT TRAININGS/ PROGRAMS",,SCHEDULE VII (II),1701.52,1142.56,,1142.56,,,30.4658181,78.4837349,Uttarakhand,Tehri Garhwal,Champawat,"ARUNACHAL PRADESH (ITI ROING & ITI TABARIJO,PAPUM PARE & EAST SIANG,TAWANG),ASSAM (DHEMAJI),HARYANA (FARIDABAD),HIMACHAL PRADESH (BILASPUR,CHAMBA & MANDI,KULLU DIST.),JAMMU & KASHMIR (BANDIPORA, SRINAGAR,BARAMULLA,ITI BANDIPORA,ITI KARGIL,ITI KISHTWAR,ITI RAMBAN,ITI REASI,ITI URI,KISHTWAR,REASI),LADAKH (ITI LEH,KARGIL,LEH, LADAKH),MANIPUR (CHURACHANDPUR),SIKKIM (ITI CHANDEY IN SIKKIM,RANGIT,TEESTA),UTTAR PRADESH (SANT KABIR NAGAR,SIDHHARTHNAGAR),UTTARAKHAND (ITI POKHARA,ITI RUDRAPRAYAG, ITI TANAKPUR & ITI KANDA,PITHORAGARH,TEHRI GARHWAL & CHAMPAWAT),WEST BENGAL (DARJEELING & JALPAIGURI)",llm,photon
